window,timestamp_sec,avg_latency_ms,median_latency_ms,max_latency_ms,min_latency_ms,p90_latency_ms,p99_latency_ms,throughput_req_per_sec,avg_connect_ms,avg_bytes,avg_sent_bytes,avg_threads,all_threads,error_rate,label,phase
31,157.4464217507321,70.52173913043478,38.0,380,5,179.1,326.13,46.0,0.0,11073.230434782608,271.6565217391304,20.0,20.0,0.0,0,normal
32,162.55814131187356,204.53804347826087,32.5,1187,5,752.3000000000002,1082.9499999999996,36.8,0.0,11392.869565217392,272.5652173913044,20.0,20.0,0.0,0,normal
33,167.46475758284203,75.22510822510823,58.0,293,5,166.0,252.9999999999999,46.2,0.0,11076.21645021645,275.54978354978357,20.0,20.0,0.0,0,normal
34,172.460589752238,63.14529914529915,25.5,407,4,193.40000000000003,315.04999999999984,46.8,0.0,11300.324786324787,273.37179487179486,20.0,20.0,0.0,0,normal
35,177.41536865193964,62.79661016949152,42.0,311,5,157.0,267.6,47.2,0.0,11237.762711864407,272.3305084745763,18.347457627118644,18.347457627118644,0.0,0,normal
0,182.41536865193964,484.41630901287556,328.0,2321,5,1106.0,2191.0,93.2,0.4034334763948498,10899.403433476395,234.91416309012877,74.32618025751073,74.32618025751073,0.0,1,anomaly
1,187.2930520051786,578.0901060070671,547.0,1627,7,1005.5,1422.8000000000015,113.2,0.0017667844522968198,11458.666077738515,283.06007067137807,100.0,100.0,0.0,1,anomaly
2,192.20185095876272,531.5480916030534,523.0,1404,9,849.2000000000002,1141.7000000000016,131.0,0.0,11128.96641221374,268.62442748091604,100.0,100.0,0.0,1,anomaly
3,197.27450233596917,503.29699842022114,485.0,1097,15,817.0,994.3999999999997,126.6,0.0,11230.646129541865,274.2101105845182,100.0,100.0,0.0,1,anomaly
4,202.0825797540548,681.8819320214669,645.0,1699,4,1208.2,1600.6199999999976,111.8,0.0,11140.996422182468,269.09302325581393,100.0,100.0,0.0,1,anomaly
5,207.15553414299768,752.3468992248062,761.5,1829,8,1259.0,1703.4000000000005,103.2,0.0,11337.083333333334,276.61240310077517,100.0,100.0,0.0,1,anomaly
6,212.432599520092,616.0871080139373,623.0,1355,109,1054.1000000000001,1248.4299999999998,114.8,0.0,10927.005226480836,274.8867595818815,100.0,100.0,0.0,1,anomaly
7,217.09858720393402,457.57121661721067,447.0,1211,7,704.0,1029.9699999999998,134.8,0.0,11415.951038575668,271.986646884273,100.0,100.0,0.0,1,anomaly
8,222.31069386908524,738.7433460076046,677.0,2414,6,1396.0,2176.75,105.2,0.0,11233.726235741446,273.60266159695817,100.0,100.0,0.0,1,anomaly
9,227.21462911034996,385.5256588072122,369.0,1111,7,632.0,932.9999999999995,144.2,0.0,11241.209431345354,273.9375866851595,100.0,100.0,0.0,1,anomaly
10,231.57857602433262,776.9637023593466,499.0,2910,5,1862.0,2580.0,110.2,0.0,11063.254083484573,277.09981851179674,100.0,100.0,0.0,1,anomaly
11,236.14702743002948,1989.9895833333333,718.0,4749,5,4227.9,4577.42,57.6,0.0,11284.663194444445,273.1770833333333,100.0,100.0,0.0,1,anomaly
12,242.64007801455998,532.196819085487,531.0,1258,13,920.8,1099.7600000000002,100.6,0.2644135188866799,11052.085487077535,274.16699801192846,100.0,100.0,0.0,1,anomaly
13,247.10023773460844,423.4090267983075,390.0,978,12,703.2,881.5199999999998,141.8,0.012693935119887164,11224.251057827927,270.04936530324403,100.0,100.0,0.0,1,anomaly
14,251.9898668110584,491.2485549132948,466.5,1087,20,838.0999999999998,1037.0800000000004,138.4,0.0,11232.063583815028,274.1820809248555,100.0,100.0,0.0,1,anomaly
15,257.1105888114748,514.1050156739811,440.5,1968,5,1020.200000000001,1770.63,127.6,0.0,11336.82131661442,273.2398119122257,100.0,100.0,0.0,1,anomaly
16,262.0268234031591,522.1228878648234,478.0,1731,7,880.0,1488.0,130.2,0.0,11288.599078341014,273.4869431643625,100.0,100.0,0.0,1,anomaly
17,267.16482679108327,381.9806629834254,367.0,978,9,621.4000000000001,817.54,144.8,0.0,11041.867403314916,275.43646408839777,100.0,100.0,0.0,1,anomaly
18,271.8049702689497,551.4804381846635,446.0,2209,26,1193.8000000000002,1854.4000000000005,127.8,0.0,11307.084507042253,276.2707355242567,100.0,100.0,0.0,1,anomaly
19,277.24731789252496,376.210875331565,352.0,1034,11,618.7,862.94,150.8,0.0,11203.562334217506,271.41379310344826,100.0,100.0,0.0,1,anomaly
20,282.2209927582586,583.0108864696734,533.0,1697,8,1052.8000000000002,1484.16,128.6,0.0,11213.819595645413,276.24416796267496,100.0,100.0,0.0,1,anomaly
21,287.3269725587281,409.4807692307692,396.5,1297,5,691.0,989.5,135.2,0.0,11305.31952662722,271.6109467455621,100.0,100.0,0.0,1,anomaly
22,292.2565055230462,644.6061151079136,510.0,2138,11,1426.0,2052.1000000000017,111.2,0.0,11061.471223021583,271.2230215827338,100.0,100.0,0.0,1,anomaly
23,297.22330054672483,414.61878453038673,391.5,1328,25,672.5000000000002,1082.7099999999996,144.8,0.0,11078.67817679558,273.43508287292815,100.0,100.0,0.0,1,anomaly
24,301.8744844612861,1079.406,895.0,3275,198,2242.9000000000005,3091.0299999999997,100.0,0.276,11338.092,279.518,100.0,100.0,0.0,1,anomaly
25,307.3492400826275,1328.7289156626507,1324.0,3101,134,2220.7000000000003,2623.76,66.4,0.13855421686746988,11312.237951807228,272.62048192771084,100.0,100.0,0.0,1,anomaly
26,312.6953838877464,586.4624505928854,443.0,2018,9,1158.0,1478.4499999999998,101.2,0.0,11388.94861660079,268.5612648221344,100.0,100.0,0.0,1,anomaly
27,317.1618661404001,500.8995433789954,442.0,1744,6,909.4,1379.3999999999994,131.4,0.0,11134.152207001522,277.9010654490107,100.0,100.0,0.0,1,anomaly
28,322.1434257810149,635.1116427432216,517.0,2074,6,1294.0,1753.8400000000001,125.4,0.0,11155.971291866028,271.72727272727275,100.0,100.0,0.0,1,anomaly
29,327.13398378077136,795.0669642857143,660.5,2416,7,1750.0,2082.5399999999995,89.6,0.0,11097.870535714286,269.4955357142857,100.0,100.0,0.0,1,anomaly
30,332.1291552869668,441.17118402282455,433.0,1053,7,711.0,972.0,140.2,0.0,11330.955777460771,274.6718972895863,100.0,100.0,0.0,1,anomaly
31,337.14857239715116,344.4242053789731,329.0,951,6,533.6000000000001,829.4500000000006,163.6,0.0,11259.537897310513,271.2493887530562,100.0,100.0,0.0,1,anomaly
32,342.21711863985513,425.1782178217822,408.0,1182,24,677.4,1049.8799999999999,141.4,0.0,11074.29702970297,276.4992927864215,100.0,100.0,0.0,1,anomaly
33,347.0032858334727,722.506329113924,663.0,1716,142,1148.2,1451.2000000000012,110.6,0.0,11279.754068716094,273.86618444846295,100.0,100.0,0.0,1,anomaly
34,352.2240852754335,551.3791469194313,488.0,1483,116,924.8000000000001,1269.4799999999996,126.6,0.0,11025.210110584518,274.0126382306477,100.0,100.0,0.0,1,anomaly
35,356.91572759995404,660.1926782273603,471.0,1652,95,1212.2,1581.5800000000008,103.8,0.0,11405.578034682081,273.8535645472062,82.99229287090559,82.99036608863199,0.0,1,anomaly
36,359.7443365387702,73.2,101.0,118,14,116.8,117.88,1.0,0.0,17432.2,173.0,4.2,4.2,0.0,1,anomaly
